	 D00035	 D00110	 D00136	 D00195	 D00219	 D00225	 D00227	 D00228	 D00234	 D00252	 	D00274	 D00283	 D00293	 D00294	 D00303	 D00319	 D00326	 D00329	 D00331	 D00332	 D00335	 D00336	 D00338	 D00340	 D00345	 D00349	 D00351	 D00354	 D00358	 D00364	 D00367	 D00373	 D00379	 D00380	 D00392	 D00394	 D00418	 D00437	 D00438	 D00451	 D00456	 D00464	 D00474	 D00477	 D00480	 D00495	 D00499	 D00504	 D00512	 D00513	 D00519	 D00521	 D00524	 D00528	 D00530	 D00533	 D00536	 D00537	 D00538	 D00539	 D00542	 D00543	 D00544	 D00545	 D00546	 D00547	 D00548	 D00549	 D00550	 D00552	 D00553	 D00560	 D00563	 D00574	 D00593	 D00594	 D00607	 D00611	 D00615	 D00616	 D00617	 D00618	 D00619	 D00629	 D00631	 D00633	 D00636	 D00638	 D00639	 D00640	 D00642	 D00647	 D00648	 D00649	 D00650	 D00651	 D00654	 D00656	 D00658	 D00677	 D00678	 D00694	 D00697	 D00704	 D00708	 D00709	 D00711	 D00726	 D00732	 D00733	 D00735	 D00738	 D00739	 D00740	 D00741	 D00759	 D00760	 D00761	 D00765	 D00771	 D00775	 D00779	 D00791	 D00798	 D00799	 D00809	 D00812	 D00816	 D00823	 D00831	 D00960	 D00963	 D00964	 D01071	 D01108	 D01111	 D01118	 D01242	 D01243	 D01253	 D01256	 D01275	 D01287	 D01295	 D01350	 D01448	 D01450	 D01453	 D01575	 D01599	 D01603	 D01712	 D01768	 D01799	 D01828	 D01854	 D01969	 D02041	 D02086	 D02087	 D02088	 D02092	 D02098	 D02101	 D02163	 D02173	 D02204	 D02207	 D02234	 D02237	 D02253	 D02261	 D02262	 D02272	 D02347	 D02356	 D02360	 D02362	 D02409	 D02461	 D02485	 D02546	 D02566	 D02630	 D02914	 D03037	 D03180	 D03274	 D03365	 D03450	 D03580	 D03742	 D03826	 D03830	 D03878	 D03991	 D04034	 D04048	 D04370	 D04790	 D04985	 D04999	 D05024	 D05077	 D05156	 D05453	 D05458	 D05461	 D06106	 D06172
D00694	0.00000	0.05440	0.08820	0.03450	0.00010	0.11530	0.01290	0.02830	0.00000	0.11530	0.01250	0.05500	0.06300	0.05680	0.00000	0.01720	0.10790	0.03460	0.04710	0.00000	0.00320	0.00880	0.00000	0.05560	0.01400	0.03050	0.00000	0.10120	0.01920	0.00490	0.00000	0.01690	0.00000	0.00000	0.00000	0.03790	0.01580	0.02500	0.00000	0.03560	0.03450	0.00000	0.00000	0.00010	0.03780	0.00000	0.00030	0.00000	0.03900	0.00780	0.00010	0.00000	0.00000	0.02420	0.00000	0.06790	0.00000	0.08240	0.02720	0.03260	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02610	0.02320	0.00000	0.00040	0.00540	0.09660	0.00000	0.05530	0.00000	0.00000	0.00000	0.06210	0.01670	0.03540	0.00000	0.00280	0.02960	0.00010	0.00000	0.03480	0.01930	0.00330	0.00410	0.00020	0.00830	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.02750	1.00000	0.00000	0.00000	0.00000	0.09040	0.00030	0.04150	0.00000	0.01490	0.00000	0.00040	0.00000	0.00020	0.00000	0.01990	0.00000	0.00000	0.01620	0.00000	0.00000	0.07420	0.00450	0.01910	0.05510	0.02420	0.00000	0.01710	0.10710	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00520	0.00000	0.04510	0.00000	0.10510	0.00000	0.03660	0.00270	0.00000	0.00000	0.00680	0.01730	0.02420	0.00000	0.02890	0.00000	0.01320	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.01830	0.00000	0.00000	0.01040	0.00000	0.03450	0.00660	0.01800	0.00000	0.00000	0.00000	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	0.00280	0.05620	0.11300	0.00000	0.00000	0.00000	0.00000	0.04640	0.03560	0.05850	0.00000	0.00000	0.05780	0.00000	0.00000	0.00240	0.03090	0.00000	0.00570	0.00000	0.00000	0.05910	0.01120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05500	0.00000	
D00697	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00704	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00708	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00709	0.00000	0.06290	0.16690	0.06950	0.00000	0.17760	0.08210	0.03170	0.00010	0.30930	0.04120	0.17640	0.16690	0.01920	0.02580	0.04180	0.19790	0.04530	0.13810	0.00000	0.04970	0.02650	0.00000	0.09910	0.03670	0.02890	0.00000	0.30220	0.06230	0.08690	0.00140	0.04550	0.00030	0.00010	0.00000	0.02950	0.07430	0.11120	0.00410	0.09650	0.10900	0.00000	0.00000	0.00410	0.06420	0.00000	0.02940	0.00000	0.22610	0.05300	0.02510	0.00000	0.00000	0.05320	0.00000	0.22440	0.00000	0.26900	0.12030	0.08580	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08840	0.08560	0.01390	0.00020	0.03380	0.17320	0.00000	0.03850	0.01620	0.00000	0.00000	0.13610	0.07650	0.04040	0.00260	0.03670	0.00260	0.00370	0.01390	0.07280	0.03950	0.01240	0.02900	0.00010	0.05540	0.00000	0.00000	0.02020	0.00000	0.00000	0.01350	0.00660	0.02670	0.10070	0.09040	0.00000	0.00000	0.00000	1.00000	0.02160	0.10310	0.00110	0.00530	0.00000	0.01320	0.00000	0.00220	0.00000	0.01670	0.00000	0.00000	0.03190	0.00000	0.00000	0.07970	0.04700	0.04360	0.02590	0.08170	0.02530	0.04820	0.22890	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03340	0.00000	0.05890	0.00000	0.17060	0.00000	0.08380	0.02220	0.00250	0.00000	0.02470	0.05250	0.05320	0.00000	0.03290	0.00000	0.07480	0.00000	0.00000	0.00000	0.03960	0.00000	0.01100	0.05470	0.00000	0.00000	0.04960	0.00960	0.06950	0.03050	0.05370	0.00000	0.00000	0.00030	0.00000	0.03560	0.00000	0.00000	0.00720	0.00000	0.03700	0.17680	0.21900	0.00000	0.00000	0.00000	0.00000	0.04130	0.04110	0.09300	0.00000	0.00000	0.04700	0.00000	0.00000	0.02090	0.05730	0.00000	0.05870	0.00000	0.00000	0.04930	0.02730	0.01700	0.00000	0.00000	0.00000	0.01090	0.00000	0.00000	0.00620	0.00000	0.00000	0.00390	0.00000	
D00711	0.00000	0.00800	0.01010	0.00210	0.00000	0.02410	0.02030	0.00030	0.00000	0.01690	0.00000	0.02540	0.01850	0.00000	0.00000	0.00150	0.03170	0.00000	0.03610	0.00000	0.00370	0.00080	0.00000	0.00740	0.00020	0.00230	0.00000	0.01950	0.02910	0.01610	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00440	0.00600	0.00000	0.00710	0.03510	0.00000	0.00000	0.00080	0.00240	0.00000	0.00000	0.00000	0.00910	0.00000	0.00000	0.00000	0.00000	0.02340	0.00000	0.01250	0.00000	0.03790	0.00480	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07450	0.08930	0.00010	0.00050	0.00000	0.01770	0.00000	0.00000	0.00910	0.00000	0.00000	0.01830	0.01060	0.01930	0.00000	0.00660	0.00000	0.00000	0.00000	0.00420	0.00000	0.00000	0.00000	0.00710	0.00240	0.00000	0.00000	0.00210	0.00000	0.00000	0.00000	0.00000	0.00000	0.03670	0.00030	0.00000	0.00000	0.00000	0.02160	1.00000	0.02060	0.00000	0.00000	0.00000	0.02800	0.00000	0.00310	0.00000	0.12240	0.00000	0.00000	0.09430	0.00000	0.00000	0.00430	0.02200	0.00000	0.00030	0.00470	0.00000	0.00010	0.03200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00300	0.00000	0.00080	0.00000	0.01330	0.00040	0.00000	0.00000	0.00040	0.03810	0.02340	0.00000	0.00000	0.00000	0.02150	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03080	0.00000	0.00000	0.00010	0.00000	0.00210	0.00040	0.00510	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00650	0.02510	0.00950	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.01360	0.00000	0.00000	0.00150	0.00000	0.00000	0.00430	0.00850	0.00000	0.00170	0.00000	0.00000	0.00150	0.01450	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00980	0.00000	0.00000	0.14290	0.00000	
D00726	0.00000	0.03250	0.11580	0.04160	0.00000	0.09760	0.00500	0.01870	0.00020	0.11530	0.02520	0.10370	0.07690	0.03580	0.01010	0.01930	0.08760	0.02360	0.08630	0.00000	0.01860	0.02940	0.00000	0.06230	0.01900	0.02130	0.00000	0.12210	0.09210	0.03500	0.00250	0.03860	0.00000	0.00000	0.00000	0.03060	0.03850	0.05380	0.00060	0.05660	0.12910	0.00000	0.00000	0.00040	0.06050	0.00000	0.01940	0.00000	0.08720	0.04640	0.00010	0.00000	0.00000	0.03760	0.00000	0.08770	0.00000	0.08930	0.02730	0.03060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05420	0.04000	0.01210	0.00520	0.05960	0.08350	0.00000	0.02670	0.00480	0.00000	0.00000	0.07400	0.05040	0.02030	0.00090	0.03000	0.00010	0.00680	0.00040	0.05010	0.01130	0.00420	0.03380	0.00360	0.01540	0.00000	0.00000	0.01680	0.00000	0.00000	0.02520	0.00000	0.03450	0.13030	0.04150	0.00000	0.00000	0.00000	0.10310	0.02060	1.00000	0.00240	0.00050	0.00000	0.00620	0.00000	0.01700	0.00840	0.01680	0.00000	0.00000	0.04310	0.00000	0.00000	0.03840	0.05110	0.01950	0.03930	0.04400	0.00000	0.02870	0.12000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01180	0.00000	0.06180	0.00000	0.05470	0.00000	0.03760	0.01200	0.00000	0.00000	0.03700	0.05120	0.03760	0.00000	0.00600	0.00000	0.00520	0.00000	0.00000	0.00000	0.00390	0.00000	0.00120	0.08230	0.00000	0.00000	0.03760	0.00410	0.04160	0.04120	0.03970	0.00000	0.00000	0.00000	0.00000	0.00540	0.00000	0.00000	0.00190	0.00000	0.03250	0.10190	0.11970	0.00000	0.00000	0.00000	0.00000	0.08070	0.05440	0.04220	0.00000	0.00000	0.05660	0.00000	0.00000	0.02400	0.01750	0.00000	0.03870	0.00000	0.00000	0.05850	0.00980	0.03410	0.00000	0.00000	0.00000	0.00060	0.00000	0.00000	0.00880	0.00000	0.00000	0.01570	0.00000	
D00732	0.00000	0.00000	0.00190	0.00000	0.00000	0.01390	0.00000	0.00000	0.00000	0.00100	0.00000	0.00010	0.00150	0.00000	0.00000	0.00000	0.00140	0.00000	0.00020	0.00000	0.00000	0.03060	0.00000	0.00000	0.00000	0.00000	0.00000	0.00010	0.01760	0.02640	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05300	0.00240	0.00000	0.00000	0.00000	0.06090	0.00000	0.08320	0.00000	0.00120	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01820	0.02530	0.00000	0.00000	0.00000	0.00160	0.00000	0.00000	0.00000	0.00000	0.00000	0.01240	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00170	0.00030	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00250	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00240	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.05660	0.00000	0.00000	0.04250	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.08300	0.00000	0.00000	0.00000	0.00130	0.00000	0.00000	0.00000	0.00000	0.02110	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01920	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01620	0.01180	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.03980	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00210	0.00000	
D00733	0.00000	0.00000	0.01110	0.00030	0.00000	0.01390	0.00020	0.03330	0.00000	0.02410	0.03720	0.02420	0.00110	0.00000	0.00000	0.00000	0.02250	0.00000	0.00440	0.00000	0.00080	0.01570	0.00000	0.00830	0.00000	0.00000	0.00000	0.00540	0.02110	0.00350	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00220	0.00370	0.00000	0.00020	0.00170	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.02670	0.00000	0.00000	0.00000	0.00000	0.01240	0.00000	0.00110	0.00000	0.01360	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02820	0.00000	0.00070	0.00000	0.00640	0.00000	0.00000	0.00000	0.00000	0.00000	0.01260	0.00060	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00040	0.00000	0.00000	0.02260	0.00000	0.01560	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00180	0.01490	0.00000	0.00000	0.00000	0.00530	0.00000	0.00050	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.01360	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.01960	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00250	0.00000	0.00000	0.00000	0.00000	0.03180	0.01240	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02300	0.00000	0.00000	0.02780	0.00000	0.00030	0.00000	0.01900	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00050	0.00630	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00200	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00735	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
D00738	0.00000	0.00420	0.00950	0.02500	0.00000	0.00540	0.00010	0.00000	0.00000	0.01660	0.00000	0.00800	0.00820	0.00000	0.00000	0.03700	0.00080	0.00000	0.00800	0.00000	0.00460	0.01290	0.00000	0.01740	0.03420	0.00000	0.00000	0.01590	0.09570	0.04240	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00480	0.02490	0.00000	0.01170	0.01530	0.00000	0.00000	0.00000	0.00030	0.00000	0.00000	0.00000	0.00750	0.00040	0.00000	0.00000	0.04220	0.01040	0.00000	0.02470	0.00000	0.03410	0.00160	0.00040	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.02330	0.02130	0.00000	0.00080	0.00000	0.00610	0.00000	0.02110	0.00010	0.00000	0.00000	0.02460	0.01270	0.00090	0.00000	0.00840	0.00000	0.00000	0.00000	0.01170	0.00740	0.00000	0.00780	0.00000	0.00190	0.00000	0.00000	0.00020	0.00000	0.00000	0.00000	0.00000	0.00000	0.01590	0.00040	0.00000	0.00000	0.00000	0.01320	0.02800	0.00620	0.00000	0.00000	0.00000	1.00000	0.00000	0.02960	0.00000	0.03010	0.00000	0.00000	0.03070	0.00000	0.00000	0.01080	0.00010	0.00000	0.00000	0.00180	0.00000	0.00000	0.02710	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00020	0.00000	0.00240	0.00000	0.00190	0.03050	0.00000	0.00000	0.00000	0.20590	0.01040	0.00000	0.00000	0.00000	0.00010	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.10430	0.00000	0.00000	0.00000	0.02670	0.02500	0.00000	0.00050	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.04230	0.00000	0.00840	0.03810	0.00130	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00660	0.00000	0.00000	0.00590	0.00000	0.00000	0.00010	0.00010	0.00000	0.00050	0.00000	0.00000	0.00610	0.18880	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.07800	0.00000	
D00739	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
